side,record_id,language,text,entities,extracted_context,proxies,publication_year,risk_flags,duplicate_terms,unsupported_molecule_count,title_year_disagrees
content,C270,MIXED,Long-term Outcomes of Beta blockers non-selective Therapy in Hypertension in Pregnancy,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Labetalol"", ""drug_class_entity"": ""Beta blockers non-selective"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2024,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C271,ID,Panduan Praktis: Memulai Magnesium sulphate pada Preeclampsia,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related""}",,2024,,0,0,False
content,C272,EN,National Guideline: Hypertension in Pregnancy Diagnosis and Treatment,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Labetalol"", ""drug_class_entity"": ""Beta blockers non-selective"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2023,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C273,ID,Magnesium sulphate: Farmakologi dan Penggunaan Klinis pada Preeclampsia,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related""}",dose_from_drug_profile,2025,context_type_proxy,0,0,False
content,C274,EN,Treatment Intensification in Preeclampsia: When and How,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related""}",,2023,molecule_without_literal_support,0,1,False
content,C275,MIXED,Treatment Intensification in Hypertension in Pregnancy: When and How,"{""disease_entity"": ""Hypertension in Pregnancy"", ""molecule_entity"": ""Labetalol"", ""drug_class_entity"": ""Beta blockers non-selective"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnant""}",,2020,molecule_without_literal_support;population_or_comorbidity,0,1,False
content,C276,ID,Efektivitas Magnesium pada Preeclampsia,"{""disease_entity"": ""Preeclampsia"", ""molecule_entity"": ""Magnesium sulphate"", ""drug_class_entity"": ""Magnesium"", ""therapeutic_area"": ""Obstetrics""}","{""pregnancy_status"": ""pregnancy_related""}",,2024,molecule_without_literal_support,0,1,False
content,C277,EN,"Diazepam: Pharmacology, Dosing, and Clinical Use in Febrile Seizure","{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}","{""dose_context_flag"": true}",,2022,,0,0,False
content,C278,EN,Diazepam Drug Profile: Efficacy in Febrile Seizure,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},dose_from_drug_profile,2022,context_type_proxy,0,0,False
content,C279,EN,Rare Adverse Event of Zinc in Stunting / Malnutrition,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2023,,0,0,False
content,C280,EN,Biomarkers in Stunting / Malnutrition: Implications for Vitamin A Therapy,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Vitamin A"", ""drug_class_entity"": ""Vitamin A"", ""therapeutic_area"": ""Pediatrics""}",{},,2025,,0,0,False
content,C281,EN,Stunting / Malnutrition in anaemia: Special Considerations,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Vitamin A; Vitamin A"", ""drug_class_entity"": ""Vitamin A; Vitamin A"", ""therapeutic_area"": ""Pediatrics""}",{},,2025,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C282,MIXED,New Insights into Febrile Seizure Pathophysiology and Treatment,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,2020,molecule_without_literal_support,0,1,False
content,C283,EN,Drug Interactions: Zinc in Stunting / Malnutrition Patients,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2023,,0,0,False
content,C284,ID,Diazepam: Farmakologi dan Penggunaan Klinis pada Febrile Seizure,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},dose_from_drug_profile,2023,context_type_proxy,0,0,False
content,C285,ID,Perbandingan Diazepam dan Diazepam pada Febrile Seizure,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam; Diazepam"", ""drug_class_entity"": ""Benzodiazepines; Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,2025,duplicate_metadata,2,0,False
content,C286,EN,Systematic Review: Benzodiazepines in Febrile Seizure,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},comparison_from_review,2025,molecule_without_literal_support;context_type_proxy,0,1,False
content,C287,EN,Challenging Case: Stunting / Malnutrition with Concurrent COPD,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2024,molecule_without_literal_support,0,1,False
content,C288,MIXED,Zinc in Stunting / Malnutrition: Real-World Outcomes,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2025,,0,0,False
content,C289,EN,Case Report: Atypical Presentation of Stunting / Malnutrition,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2025,molecule_without_literal_support,0,1,False
content,C290,EN,Diazepam Real-World Evidence in Febrile Seizure: A Retrospective Study,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam; Diazepam"", ""drug_class_entity"": ""Benzodiazepines; Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,2022,duplicate_metadata,2,0,False
content,C291,ID,Perbandingan Diazepam dan Diazepam pada Febrile Seizure,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,2021,,0,0,False
content,C292,EN,"Benzodiazepines: Mechanism, Indications, and Safety","{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam"", ""drug_class_entity"": ""Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},dose_from_drug_profile,2024,molecule_without_literal_support;context_type_proxy,0,1,False
content,C293,MIXED,Clinical Summary: Stunting / Malnutrition Management Update 2021,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}","{""year"": 2021}",,2021,molecule_without_literal_support,0,1,False
content,C294,ID,Perbandingan Zinc dan Zinc pada Stunting / Malnutrition,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc; Zinc"", ""drug_class_entity"": ""Zinc supplements; Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2023,duplicate_metadata,2,0,False
content,C295,MIXED,Risk Stratification in Stunting / Malnutrition: Current Approaches,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Vitamin A; Vitamin A"", ""drug_class_entity"": ""Vitamin A; Vitamin A"", ""therapeutic_area"": ""Pediatrics""}",{},,2023,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C296,EN,Narrative Review: Current Evidence for Zinc supplements in Stunting / Malnutrition,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},comparison_from_review,2022,context_type_proxy,0,0,False
content,C297,ID,Panduan Praktis: Memulai Vitamin A pada Stunting / Malnutrition,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Vitamin A; Zinc"", ""drug_class_entity"": ""Vitamin A; Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}",{},,2023,molecule_without_literal_support,0,1,False
content,C298,EN,Clinical Practice Guideline: Stunting / Malnutrition Management 2020,"{""disease_entity"": ""Stunting / Malnutrition"", ""molecule_entity"": ""Zinc"", ""drug_class_entity"": ""Zinc supplements"", ""therapeutic_area"": ""Pediatrics""}","{""year"": 2020}",,2020,molecule_without_literal_support,0,1,False
content,C299,EN,Diazepam in Febrile Seizure: Real-World Outcomes,"{""disease_entity"": ""Febrile Seizure"", ""molecule_entity"": ""Diazepam; Diazepam"", ""drug_class_entity"": ""Benzodiazepines; Benzodiazepines"", ""therapeutic_area"": ""Pediatrics""}",{},,2022,duplicate_metadata,2,0,False
content,C300,EN,Case Series: Calcineurin inhibitors in Refractory Disseminated Intravascular Coagulation,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Cyclosporine"", ""drug_class_entity"": ""Calcineurin inhibitors"", ""therapeutic_area"": ""Critical Care""}","{""prior_treatment_failure_flag"": true}",,2020,molecule_without_literal_support,0,1,False
content,C301,EN,Successful Management of Severe Sepsis with Norepinephrine,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Norepinephrine"", ""drug_class_entity"": ""Adrenergic agonists"", ""therapeutic_area"": ""Critical Care""}",{},,2020,,0,0,False
content,C302,ID,Kasus Sulit: Disseminated Intravascular Coagulation Refrakter terhadap Secukinumab,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Critical Care""}",{},,2023,,0,0,False
content,C303,EN,Sepsis in Special Populations: Practical Guidance,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Meropenem"", ""drug_class_entity"": ""Carbapenems"", ""therapeutic_area"": ""Critical Care""}",{},,2023,molecule_without_literal_support,0,1,False
content,C304,ID,Ringkasan Klinis: Tatalaksana Sepsis Terkini 2024,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Norepinephrine"", ""drug_class_entity"": ""Adrenergic agonists"", ""therapeutic_area"": ""Critical Care""}","{""year"": 2024}",,2024,molecule_without_literal_support,0,1,False
content,C305,ID,Hydrocortisone: Farmakologi dan Penggunaan Klinis pada Sepsis,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Hydrocortisone; Norepinephrine"", ""drug_class_entity"": ""Corticosteroids; Adrenergic agonists"", ""therapeutic_area"": ""Critical Care""}",{},dose_from_drug_profile,2020,molecule_without_literal_support;context_type_proxy,0,1,False
content,C306,EN,Sepsis in liver disease: Special Considerations,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Meropenem"", ""drug_class_entity"": ""Carbapenems"", ""therapeutic_area"": ""Critical Care""}","{""hepatic_impairment_flag"": true}",,2023,molecule_without_literal_support,0,1,False
content,C307,EN,Case Series: IL-17 inhibitors in Refractory Disseminated Intravascular Coagulation,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Critical Care""}","{""prior_treatment_failure_flag"": true}",,2021,molecule_without_literal_support,0,1,False
content,C308,MIXED,WHO Guideline Update: Disseminated Intravascular Coagulation 2025,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Dupilumab"", ""drug_class_entity"": ""IL-4/IL-13 inhibitors"", ""therapeutic_area"": ""Critical Care""}","{""year"": 2025, ""recency_flag"": true}",,2025,molecule_without_literal_support,0,1,False
content,C309,ID,Profil Keamanan Meropenem pada Sepsis,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Meropenem"", ""drug_class_entity"": ""Carbapenems"", ""therapeutic_area"": ""Critical Care""}",{},,2023,,0,0,False
content,C310,MIXED,Quick Reference: IL-4/IL-13 inhibitors Dosing in Disseminated Intravascular Coagulation,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Dupilumab; Dupilumab"", ""drug_class_entity"": ""IL-4/IL-13 inhibitors; IL-4/IL-13 inhibitors"", ""therapeutic_area"": ""Critical Care""}","{""dose_context_flag"": true}",,2020,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C311,ID,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Critical Care""}",{},,2025,,0,0,False
content,C312,EN,A Case of Disseminated Intravascular Coagulation Resistant to Cyclosporine,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Cyclosporine"", ""drug_class_entity"": ""Calcineurin inhibitors"", ""therapeutic_area"": ""Critical Care""}","{""prior_treatment_failure_flag"": true}",,2023,,0,0,False
content,C313,EN,Case Report: Atypical Presentation of Sepsis,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Hydrocortisone"", ""drug_class_entity"": ""Corticosteroids"", ""therapeutic_area"": ""Critical Care""}",{},,2024,molecule_without_literal_support,0,1,False
content,C314,EN,Dose Adjustment of Vancomycin in Renal and Hepatic Impairment,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Vancomycin"", ""drug_class_entity"": ""Glycopeptides"", ""therapeutic_area"": ""Critical Care""}","{""dose_context_flag"": true, ""hepatic_impairment_flag"": true}",,2020,population_or_comorbidity,0,0,False
content,C315,ID,Perbandingan Hydrocortisone dan Piperacillin-tazobactam pada Sepsis,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Hydrocortisone"", ""drug_class_entity"": ""Corticosteroids"", ""therapeutic_area"": ""Critical Care""}",{},,2025,,0,0,False
content,C316,EN,Efficacy of IL-17 inhibitors in Disseminated Intravascular Coagulation: A Cohort Study,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Secukinumab"", ""drug_class_entity"": ""IL-17 inhibitors"", ""therapeutic_area"": ""Critical Care""}",{},,2020,molecule_without_literal_support,0,1,False
content,C317,ID,Secukinumab pada Pasien Disseminated Intravascular Coagulation: Studi Kohort,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Secukinumab; Cyclosporine"", ""drug_class_entity"": ""IL-17 inhibitors; Calcineurin inhibitors"", ""therapeutic_area"": ""Critical Care""}",{},,2020,molecule_without_literal_support,0,1,False
content,C318,EN,Switching Therapy in Sepsis: A Step-by-Step Guide,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Norepinephrine"", ""drug_class_entity"": ""Adrenergic agonists"", ""therapeutic_area"": ""Critical Care""}",{},,2025,molecule_without_literal_support,0,1,False
content,C319,MIXED,Safety Profile of Meropenem in Sepsis,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Meropenem; Hydrocortisone"", ""drug_class_entity"": ""Carbapenems; Corticosteroids"", ""therapeutic_area"": ""Critical Care""}",{},,2020,molecule_without_literal_support,0,1,False
content,C320,EN,Safety Profile of Dupilumab in Disseminated Intravascular Coagulation,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Dupilumab; Cyclosporine"", ""drug_class_entity"": ""IL-4/IL-13 inhibitors; Calcineurin inhibitors"", ""therapeutic_area"": ""Critical Care""}",{},,2024,molecule_without_literal_support,0,1,False
content,C321,ID,Kasus Sulit: Sepsis Refrakter terhadap Norepinephrine,"{""disease_entity"": ""Sepsis"", ""molecule_entity"": ""Norepinephrine; Meropenem"", ""drug_class_entity"": ""Adrenergic agonists; Carbapenems"", ""therapeutic_area"": ""Critical Care""}",{},,2020,molecule_without_literal_support,0,1,False
content,C322,EN,Disseminated Intravascular Coagulation and elderly patients: Management Challenges,"{""disease_entity"": ""Disseminated Intravascular Coagulation"", ""molecule_entity"": ""Dupilumab; Cyclosporine"", ""drug_class_entity"": ""IL-4/IL-13 inhibitors; Calcineurin inhibitors"", ""therapeutic_area"": ""Critical Care""}","{""age_group"": ""elderly""}",,2025,molecule_without_literal_support;population_or_comorbidity,0,2,False
content,C323,EN,Switching Therapy in Psoriasis: A Step-by-Step Guide,"{""disease_entity"": ""Psoriasis"", ""molecule_entity"": ""Tacrolimus topical; Tacrolimus topical"", ""drug_class_entity"": ""Topical calcineurin inhibitors; Topical calcineurin inhibitors"", ""therapeutic_area"": ""Dermatology""}",{},,2025,molecule_without_literal_support;duplicate_metadata,2,1,False
content,C324,MIXED,Successful Management of Severe Psoriasis with Tacrolimus topical,"{""disease_entity"": ""Psoriasis"", ""molecule_entity"": ""Tacrolimus topical; Dupilumab"", ""drug_class_entity"": ""Topical calcineurin inhibitors; IL-4/IL-13 inhibitors"", ""therapeutic_area"": ""Dermatology""}","{""route"": ""topical""}",,2020,molecule_without_literal_support;route,0,1,False
